time	V(v_y)	V(v_out)	V(v_x)	V(v_90)	V(v_0)
0.000000000000000e+00	-8.619840e-01	4.294832e-04	-7.815435e-07	2.226866e-01	2.226866e-01
9.999999999344301e-11	-8.619037e-01	4.294920e-04	-7.813163e-07	2.226866e-01	2.226866e-01
2.999999999938815e-10	-8.617430e-01	4.295097e-04	-7.808617e-07	2.226866e-01	2.226866e-01
6.999999999947586e-10	-8.614217e-01	4.295452e-04	-7.799528e-07	2.226866e-01	2.226866e-01
1.499999999996513e-09	-8.607790e-01	4.296159e-04	-7.781348e-07	2.226866e-01	2.226866e-01
2.499999999998706e-09	-8.599753e-01	4.297041e-04	-7.758622e-07	2.226866e-01	2.226866e-01
3.500000000000898e-09	-8.591715e-01	4.297922e-04	-7.735897e-07	2.226866e-01	2.226866e-01
4.500000000003091e-09	-8.583673e-01	4.298801e-04	-7.713171e-07	2.226866e-01	2.226866e-01
5.500000000005284e-09	-8.575629e-01	4.299679e-04	-7.690446e-07	2.226866e-01	2.226866e-01
6.500000000007476e-09	-8.567583e-01	4.300554e-04	-7.667719e-07	2.226866e-01	2.226866e-01
7.500000000009669e-09	-8.559535e-01	4.301428e-04	-7.644992e-07	2.226866e-01	2.226866e-01
8.500000000011862e-09	-8.551484e-01	4.302300e-04	-7.622266e-07	2.226866e-01	2.226866e-01
9.500000000014054e-09	-8.543430e-01	4.303170e-04	-7.599539e-07	2.226866e-01	2.226866e-01
1.050000000001625e-08	-8.535374e-01	4.304038e-04	-7.576812e-07	2.226866e-01	2.226866e-01
1.150000000001844e-08	-8.527316e-01	4.304905e-04	-7.554085e-07	2.226866e-01	2.226866e-01
1.250000000002063e-08	-8.519255e-01	4.305770e-04	-7.531357e-07	2.226866e-01	2.226866e-01
1.350000000002283e-08	-8.511192e-01	4.306633e-04	-7.508630e-07	2.226866e-01	2.226866e-01
1.450000000002502e-08	-8.503127e-01	4.307494e-04	-7.485903e-07	2.226866e-01	2.226866e-01
1.550000000002721e-08	-8.495058e-01	4.308354e-04	-7.463174e-07	2.226866e-01	2.226866e-01
1.650000000002940e-08	-8.486989e-01	4.309211e-04	-7.440447e-07	2.226866e-01	2.226866e-01
1.750000000003160e-08	-8.478916e-01	4.310067e-04	-7.417718e-07	2.226866e-01	2.226866e-01
1.850000000003379e-08	-8.470840e-01	4.310921e-04	-7.394990e-07	2.226866e-01	2.226866e-01
1.950000000003598e-08	-8.462763e-01	4.311774e-04	-7.372261e-07	2.226866e-01	2.226866e-01
2.050000000003817e-08	-8.454683e-01	4.312624e-04	-7.349533e-07	2.226866e-01	2.226866e-01
2.150000000004037e-08	-8.446601e-01	4.313473e-04	-7.326804e-07	2.226866e-01	2.226866e-01
2.250000000004256e-08	-8.438516e-01	4.314320e-04	-7.304076e-07	2.226866e-01	2.226866e-01
2.350000000004475e-08	-8.430429e-01	4.315165e-04	-7.281347e-07	2.226866e-01	2.226866e-01
2.450000000004695e-08	-8.422340e-01	4.316009e-04	-7.258618e-07	2.226866e-01	2.226866e-01
2.550000000004914e-08	-8.414248e-01	4.316850e-04	-7.235889e-07	2.226866e-01	2.226866e-01
2.650000000005133e-08	-8.406155e-01	4.317690e-04	-7.213160e-07	2.226866e-01	2.226866e-01
2.750000000005352e-08	-8.398058e-01	4.318528e-04	-7.190431e-07	2.226866e-01	2.226866e-01
2.850000000005572e-08	-8.389959e-01	4.319365e-04	-7.167702e-07	2.226866e-01	2.226866e-01
2.950000000005791e-08	-8.381858e-01	4.320199e-04	-7.144973e-07	2.226866e-01	2.226866e-01
3.050000000006010e-08	-8.373755e-01	4.321032e-04	-7.122244e-07	2.226866e-01	2.226866e-01
3.150000000006229e-08	-8.365648e-01	4.321863e-04	-7.099515e-07	2.226866e-01	2.226866e-01
3.250000000006449e-08	-8.357540e-01	4.322692e-04	-7.076786e-07	2.226866e-01	2.226866e-01
3.350000000006668e-08	-8.349430e-01	4.323520e-04	-7.054057e-07	2.226866e-01	2.226866e-01
3.450000000006887e-08	-8.341317e-01	4.324345e-04	-7.031327e-07	2.226866e-01	2.226866e-01
3.550000000007106e-08	-8.333202e-01	4.325169e-04	-7.008599e-07	2.226866e-01	2.226866e-01
3.650000000007326e-08	-8.325085e-01	4.325991e-04	-6.985870e-07	2.226866e-01	2.226866e-01
3.750000000007545e-08	-8.316965e-01	4.326811e-04	-6.963140e-07	2.226866e-01	2.226866e-01
3.850000000007764e-08	-8.308843e-01	4.327630e-04	-6.940411e-07	2.226866e-01	2.226866e-01
3.950000000007984e-08	-8.300719e-01	4.328447e-04	-6.917683e-07	2.226866e-01	2.226866e-01
4.050000000008203e-08	-8.292592e-01	4.329261e-04	-6.894954e-07	2.226866e-01	2.226866e-01
4.150000000008422e-08	-8.284463e-01	4.330075e-04	-6.872226e-07	2.226866e-01	2.226866e-01
4.250000000008641e-08	-8.276332e-01	4.330886e-04	-6.849497e-07	2.226866e-01	2.226866e-01
4.350000000008861e-08	-8.268198e-01	4.331696e-04	-6.826768e-07	2.226866e-01	2.226866e-01
4.450000000009080e-08	-8.260062e-01	4.332503e-04	-6.804040e-07	2.226866e-01	2.226866e-01
4.550000000009299e-08	-8.251925e-01	4.333309e-04	-6.781312e-07	2.226866e-01	2.226866e-01
4.650000000009518e-08	-8.243784e-01	4.334114e-04	-6.758584e-07	2.226866e-01	2.226866e-01
