time	V(v_y)	V(v_out)	V(v_x)	V(v_90)	V(v_0)
0.000000000000000e+00	-8.543168e-01	-4.926453e-04	-5.606296e-06	2.226866e-01	2.226866e-01
9.999999999344301e-11	-8.542361e-01	-4.926022e-04	-5.606372e-06	2.226866e-01	2.226866e-01
2.999999999938815e-10	-8.540747e-01	-4.925160e-04	-5.606524e-06	2.226866e-01	2.226866e-01
6.999999999947586e-10	-8.537519e-01	-4.923434e-04	-5.606826e-06	2.226866e-01	2.226866e-01
1.499999999996513e-09	-8.531061e-01	-4.919984e-04	-5.607430e-06	2.226866e-01	2.226866e-01
2.499999999998706e-09	-8.522988e-01	-4.915671e-04	-5.608183e-06	2.226866e-01	2.226866e-01
3.500000000000898e-09	-8.514912e-01	-4.911357e-04	-5.608933e-06	2.226866e-01	2.226866e-01
4.500000000003091e-09	-8.506833e-01	-4.907042e-04	-5.609681e-06	2.226866e-01	2.226866e-01
5.500000000005284e-09	-8.498752e-01	-4.902727e-04	-5.610427e-06	2.226866e-01	2.226866e-01
6.500000000007476e-09	-8.490669e-01	-4.898410e-04	-5.611171e-06	2.226866e-01	2.226866e-01
7.500000000009669e-09	-8.482583e-01	-4.894092e-04	-5.611912e-06	2.226866e-01	2.226866e-01
8.500000000011862e-09	-8.474495e-01	-4.889774e-04	-5.612651e-06	2.226866e-01	2.226866e-01
9.500000000014054e-09	-8.466405e-01	-4.885455e-04	-5.613389e-06	2.226866e-01	2.226866e-01
1.050000000001625e-08	-8.458312e-01	-4.881134e-04	-5.614123e-06	2.226866e-01	2.226866e-01
1.150000000001844e-08	-8.450217e-01	-4.876813e-04	-5.614855e-06	2.226866e-01	2.226866e-01
1.250000000002063e-08	-8.442119e-01	-4.872491e-04	-5.615585e-06	2.226866e-01	2.226866e-01
1.350000000002283e-08	-8.434019e-01	-4.868169e-04	-5.616313e-06	2.226866e-01	2.226866e-01
1.450000000002502e-08	-8.425916e-01	-4.863845e-04	-5.617038e-06	2.226866e-01	2.226866e-01
1.550000000002721e-08	-8.417812e-01	-4.859521e-04	-5.617762e-06	2.226866e-01	2.226866e-01
1.650000000002940e-08	-8.409705e-01	-4.855196e-04	-5.618483e-06	2.226866e-01	2.226866e-01
1.750000000003160e-08	-8.401595e-01	-4.850870e-04	-5.619201e-06	2.226866e-01	2.226866e-01
1.850000000003379e-08	-8.393484e-01	-4.846543e-04	-5.619917e-06	2.226866e-01	2.226866e-01
1.950000000003598e-08	-8.385370e-01	-4.842215e-04	-5.620632e-06	2.226866e-01	2.226866e-01
2.050000000003817e-08	-8.377253e-01	-4.837886e-04	-5.621343e-06	2.226866e-01	2.226866e-01
2.150000000004037e-08	-8.369134e-01	-4.833557e-04	-5.622053e-06	2.226866e-01	2.226866e-01
2.250000000004256e-08	-8.361013e-01	-4.829227e-04	-5.622760e-06	2.226866e-01	2.226866e-01
2.350000000004475e-08	-8.352890e-01	-4.824896e-04	-5.623465e-06	2.226866e-01	2.226866e-01
2.450000000004695e-08	-8.344764e-01	-4.820564e-04	-5.624168e-06	2.226866e-01	2.226866e-01
2.550000000004914e-08	-8.336636e-01	-4.816231e-04	-5.624868e-06	2.226866e-01	2.226866e-01
2.650000000005133e-08	-8.328505e-01	-4.811898e-04	-5.625567e-06	2.226866e-01	2.226866e-01
2.750000000005352e-08	-8.320373e-01	-4.807563e-04	-5.626262e-06	2.226866e-01	2.226866e-01
2.850000000005572e-08	-8.312238e-01	-4.803228e-04	-5.626956e-06	2.226866e-01	2.226866e-01
2.950000000005791e-08	-8.304100e-01	-4.798892e-04	-5.627647e-06	2.226866e-01	2.226866e-01
3.050000000006010e-08	-8.295960e-01	-4.794555e-04	-5.628337e-06	2.226866e-01	2.226866e-01
3.150000000006229e-08	-8.287818e-01	-4.790218e-04	-5.629023e-06	2.226866e-01	2.226866e-01
3.250000000006449e-08	-8.279674e-01	-4.785880e-04	-5.629708e-06	2.226866e-01	2.226866e-01
3.350000000006668e-08	-8.271528e-01	-4.781540e-04	-5.630390e-06	2.226866e-01	2.226866e-01
3.450000000006887e-08	-8.263379e-01	-4.777200e-04	-5.631070e-06	2.226866e-01	2.226866e-01
3.550000000007106e-08	-8.255228e-01	-4.772859e-04	-5.631748e-06	2.226866e-01	2.226866e-01
3.650000000007326e-08	-8.247074e-01	-4.768518e-04	-5.632423e-06	2.226866e-01	2.226866e-01
3.750000000007545e-08	-8.238919e-01	-4.764175e-04	-5.633096e-06	2.226866e-01	2.226866e-01
3.850000000007764e-08	-8.230761e-01	-4.759832e-04	-5.633767e-06	2.226866e-01	2.226866e-01
3.950000000007984e-08	-8.222601e-01	-4.755488e-04	-5.634436e-06	2.226866e-01	2.226866e-01
4.050000000008203e-08	-8.214438e-01	-4.751143e-04	-5.635102e-06	2.226866e-01	2.226866e-01
4.150000000008422e-08	-8.206273e-01	-4.746798e-04	-5.635766e-06	2.226866e-01	2.226866e-01
4.250000000008641e-08	-8.198106e-01	-4.742451e-04	-5.636427e-06	2.226866e-01	2.226866e-01
4.350000000008861e-08	-8.189937e-01	-4.738104e-04	-5.637087e-06	2.226866e-01	2.226866e-01
4.450000000009080e-08	-8.181766e-01	-4.733756e-04	-5.637744e-06	2.226866e-01	2.226866e-01
4.550000000009299e-08	-8.173592e-01	-4.729407e-04	-5.638399e-06	2.226866e-01	2.226866e-01
4.650000000009518e-08	-8.165416e-01	-4.725058e-04	-5.639052e-06	2.226866e-01	2.226866e-01
4.750000000009738e-08	-8.157238e-01	-4.720707e-04	-5.639702e-06	2.226866e-01	2.226866e-01
4.850000000009957e-08	-8.149057e-01	-4.716356e-04	-5.640350e-06	2.226866e-01	2.226866e-01
4.950000000010176e-08	-8.140875e-01	-4.712004e-04	-5.640996e-06	2.226866e-01	2.226866e-01
5.050000000010396e-08	-8.132690e-01	-4.707652e-04	-5.641639e-06	2.226866e-01	2.226866e-01
5.150000000010615e-08	-8.124502e-01	-4.703298e-04	-5.642281e-06	2.226866e-01	2.226866e-01
5.250000000010834e-08	-8.116313e-01	-4.698944e-04	-5.642920e-06	2.226866e-01	2.226866e-01
5.350000000011053e-08	-8.108121e-01	-4.694589e-04	-5.643557e-06	2.226866e-01	2.226866e-01
5.450000000011273e-08	-8.099928e-01	-4.690233e-04	-5.644191e-06	2.226866e-01	2.226866e-01
5.550000000011492e-08	-8.091732e-01	-4.685876e-04	-5.644823e-06	2.226866e-01	2.226866e-01
5.650000000011711e-08	-8.083534e-01	-4.681519e-04	-5.645453e-06	2.226866e-01	2.226866e-01
5.750000000011930e-08	-8.075333e-01	-4.677161e-04	-5.646080e-06	2.226866e-01	2.226866e-01
5.850000000012150e-08	-8.067130e-01	-4.672802e-04	-5.646706e-06	2.226866e-01	2.226866e-01
5.950000000012369e-08	-8.058926e-01	-4.668442e-04	-5.647329e-06	2.226866e-01	2.226866e-01
6.050000000012588e-08	-8.050719e-01	-4.664082e-04	-5.647950e-06	2.226866e-01	2.226866e-01
6.150000000012808e-08	-8.042510e-01	-4.659721e-04	-5.648568e-06	2.226866e-01	2.226866e-01
6.250000000013027e-08	-8.034298e-01	-4.655359e-04	-5.649184e-06	2.226866e-01	2.226866e-01
6.350000000013246e-08	-8.026085e-01	-4.650996e-04	-5.649798e-06	2.226866e-01	2.226866e-01
6.450000000013465e-08	-8.017869e-01	-4.646633e-04	-5.650410e-06	2.226866e-01	2.226866e-01
6.550000000013685e-08	-8.009651e-01	-4.642269e-04	-5.651019e-06	2.226866e-01	2.226866e-01
6.650000000013904e-08	-8.001431e-01	-4.637904e-04	-5.651626e-06	2.226866e-01	2.226866e-01
6.750000000014123e-08	-7.993209e-01	-4.633538e-04	-5.652231e-06	2.226866e-01	2.226866e-01
6.850000000014342e-08	-7.984985e-01	-4.629172e-04	-5.652834e-06	2.226866e-01	2.226866e-01
6.950000000014562e-08	-7.976758e-01	-4.624805e-04	-5.653435e-06	2.226866e-01	2.226866e-01
