time	V(v_y)	V(v_out)	V(v_x)	V(v_90)	V(v_0)
0.000000000000000e+00	-1.925869e-02	4.354975e-01	-9.630787e-04	2.226866e-01	2.226866e-01
6.124418352559773e-11	-1.925906e-02	4.355023e-01	-9.629442e-04	2.226866e-01	2.226866e-01
1.837325505767932e-10	-1.925978e-02	4.355120e-01	-9.626754e-04	2.226866e-01	2.226866e-01
4.287092846791841e-10	-1.926124e-02	4.355313e-01	-9.621376e-04	2.226866e-01	2.226866e-01
9.186627528839659e-10	-1.926414e-02	4.355700e-01	-9.610620e-04	2.226866e-01	2.226866e-01
1.898569689293529e-09	-1.926993e-02	4.356473e-01	-9.589108e-04	2.226866e-01	2.226866e-01
2.898569689295722e-09	-1.927584e-02	4.357260e-01	-9.567153e-04	2.226866e-01	2.226866e-01
3.898569689297915e-09	-1.928174e-02	4.358044e-01	-9.545197e-04	2.226866e-01	2.226866e-01
4.898569689300108e-09	-1.928763e-02	4.358827e-01	-9.523240e-04	2.226866e-01	2.226866e-01
5.898569689302300e-09	-1.929351e-02	4.359609e-01	-9.501282e-04	2.226866e-01	2.226866e-01
6.898569689304493e-09	-1.929938e-02	4.360388e-01	-9.479322e-04	2.226866e-01	2.226866e-01
7.898569689306686e-09	-1.930525e-02	4.361166e-01	-9.457362e-04	2.226866e-01	2.226866e-01
8.898569689308878e-09	-1.931110e-02	4.361942e-01	-9.435400e-04	2.226866e-01	2.226866e-01
9.898569689311071e-09	-1.931695e-02	4.362716e-01	-9.413437e-04	2.226866e-01	2.226866e-01
1.089856968931326e-08	-1.932279e-02	4.363488e-01	-9.391473e-04	2.226866e-01	2.226866e-01
1.189856968931546e-08	-1.932862e-02	4.364259e-01	-9.369507e-04	2.226866e-01	2.226866e-01
1.289856968931765e-08	-1.933444e-02	4.365027e-01	-9.347541e-04	2.226866e-01	2.226866e-01
1.389856968931984e-08	-1.934026e-02	4.365794e-01	-9.325573e-04	2.226866e-01	2.226866e-01
1.489856968932203e-08	-1.934607e-02	4.366559e-01	-9.303605e-04	2.226866e-01	2.226866e-01
1.589856968932423e-08	-1.935186e-02	4.367323e-01	-9.281635e-04	2.226866e-01	2.226866e-01
1.689856968932642e-08	-1.935766e-02	4.368084e-01	-9.259664e-04	2.226866e-01	2.226866e-01
1.789856968932861e-08	-1.936344e-02	4.368844e-01	-9.237692e-04	2.226866e-01	2.226866e-01
1.889856968933081e-08	-1.936921e-02	4.369602e-01	-9.215719e-04	2.226866e-01	2.226866e-01
1.989856968933300e-08	-1.937497e-02	4.370358e-01	-9.193745e-04	2.226866e-01	2.226866e-01
2.089856968933519e-08	-1.938073e-02	4.371113e-01	-9.171770e-04	2.226866e-01	2.226866e-01
2.189856968933738e-08	-1.938648e-02	4.371865e-01	-9.149794e-04	2.226866e-01	2.226866e-01
2.289856968933958e-08	-1.939222e-02	4.372616e-01	-9.127816e-04	2.226866e-01	2.226866e-01
2.389856968934177e-08	-1.939795e-02	4.373365e-01	-9.105838e-04	2.226866e-01	2.226866e-01
2.489856968934396e-08	-1.940367e-02	4.374112e-01	-9.083859e-04	2.226866e-01	2.226866e-01
2.589856968934615e-08	-1.940939e-02	4.374858e-01	-9.061879e-04	2.226866e-01	2.226866e-01
2.689856968934835e-08	-1.941510e-02	4.375601e-01	-9.039897e-04	2.226866e-01	2.226866e-01
2.789856968935054e-08	-1.942079e-02	4.376343e-01	-9.017915e-04	2.226866e-01	2.226866e-01
2.889856968935273e-08	-1.942648e-02	4.377083e-01	-8.995932e-04	2.226866e-01	2.226866e-01
2.989856968935493e-08	-1.943216e-02	4.377821e-01	-8.973947e-04	2.226866e-01	2.226866e-01
3.089856968935712e-08	-1.943784e-02	4.378558e-01	-8.951962e-04	2.226866e-01	2.226866e-01
3.189856968935931e-08	-1.944350e-02	4.379292e-01	-8.929976e-04	2.226866e-01	2.226866e-01
3.289856968936150e-08	-1.944916e-02	4.380025e-01	-8.907989e-04	2.226866e-01	2.226866e-01
3.389856968936370e-08	-1.945481e-02	4.380756e-01	-8.886001e-04	2.226866e-01	2.226866e-01
