time	V(v_y)	V(v_out)	V(v_x)	V(v_90)	V(v_0)
0.000000000000000e+00	-8.739806e-01	-3.923191e-03	-5.277674e-05	2.226866e-01	2.226866e-01
9.999999999344301e-11	-8.739002e-01	-3.922761e-03	-5.277787e-05	2.226866e-01	2.226866e-01
2.999999999938815e-10	-8.737395e-01	-3.921901e-03	-5.278012e-05	2.226866e-01	2.226866e-01
6.999999999947586e-10	-8.734181e-01	-3.920180e-03	-5.278463e-05	2.226866e-01	2.226866e-01
1.499999999996513e-09	-8.727750e-01	-3.916739e-03	-5.279362e-05	2.226866e-01	2.226866e-01
2.499999999998706e-09	-8.719710e-01	-3.912435e-03	-5.280485e-05	2.226866e-01	2.226866e-01
3.500000000000898e-09	-8.711666e-01	-3.908132e-03	-5.281606e-05	2.226866e-01	2.226866e-01
4.500000000003091e-09	-8.703621e-01	-3.903827e-03	-5.282725e-05	2.226866e-01	2.226866e-01
5.500000000005284e-09	-8.695573e-01	-3.899521e-03	-5.283841e-05	2.226866e-01	2.226866e-01
6.500000000007476e-09	-8.687522e-01	-3.895215e-03	-5.284955e-05	2.226866e-01	2.226866e-01
7.500000000009669e-09	-8.679469e-01	-3.890907e-03	-5.286067e-05	2.226866e-01	2.226866e-01
8.500000000011862e-09	-8.671414e-01	-3.886599e-03	-5.287176e-05	2.226866e-01	2.226866e-01
9.500000000014054e-09	-8.663356e-01	-3.882289e-03	-5.288284e-05	2.226866e-01	2.226866e-01
1.050000000001625e-08	-8.655295e-01	-3.877979e-03	-5.289389e-05	2.226866e-01	2.226866e-01
1.150000000001844e-08	-8.647232e-01	-3.873668e-03	-5.290493e-05	2.226866e-01	2.226866e-01
1.250000000002063e-08	-8.639166e-01	-3.869356e-03	-5.291594e-05	2.226866e-01	2.226866e-01
1.350000000002283e-08	-8.631099e-01	-3.865043e-03	-5.292692e-05	2.226866e-01	2.226866e-01
1.450000000002502e-08	-8.623028e-01	-3.860729e-03	-5.293789e-05	2.226866e-01	2.226866e-01
1.550000000002721e-08	-8.614956e-01	-3.856414e-03	-5.294884e-05	2.226866e-01	2.226866e-01
1.650000000002940e-08	-8.606880e-01	-3.852098e-03	-5.295976e-05	2.226866e-01	2.226866e-01
